file,label,normalized_digits,font,font_source,split
train/000310.png,20330818,20330818,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000311.png,"142,413",142413,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000312.png,41-4655,414655,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000313.png,2035/06/21,20350621,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000314.png,424011179,424011179,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000315.png,20230820,20230820,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000316.png,"¥914,264",914264,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000317.png,888-312,888312,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000318.png,13:47,1347,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000319.png,15,15,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000320.png,522-722,522722,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000321.png,"91,277",91277,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000322.png,20330525,20330525,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000323.png,"¥611,244",611244,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000324.png,761-575,761575,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000325.png,76-6916,766916,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000326.png,024984292,024984292,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000327.png,"¥102,318",102318,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000328.png,"620,263",620263,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000329.png,"¥811,542",811542,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000330.png,20300216,20300216,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000331.png,7,7,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000332.png,89-9458,899458,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000333.png,"¥854,969",854969,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000334.png,20:25,2025,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000335.png,2035/12/10,20351210,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000336.png,293.72,29372,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000337.png,20231023,20231023,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000338.png,"121,199",121199,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000339.png,872-710,872710,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000340.png,05:55,0555,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000341.png,53-1457,531457,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000342.png,242,242,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000343.png,350.65,35065,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000344.png,796.94,79694,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000345.png,2028/02/13,20280213,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000346.png,08:17,0817,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000347.png,356.38,35638,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000348.png,20320511,20320511,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000349.png,60655,60655,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000350.png,165.90,16590,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000351.png,12:23,1223,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000352.png,"737,141",737141,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000353.png,21:26,2126,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000354.png,"￥61,584",61584,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000355.png,23-8848,238848,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000356.png,17:33,1733,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000357.png,2027/11/02,20271102,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000358.png,575-727,575727,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000359.png,02:07,0207,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000360.png,2028/08/07,20280807,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000361.png,"567,052",567052,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000362.png,318-663,318663,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000363.png,"￥464,747",464747,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000364.png,"136,167",136167,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000365.png,09:18,0918,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000366.png,2020/09/24,20200924,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000367.png,2028/11/04,20281104,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000368.png,340-391,340391,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000369.png,833.07,83307,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000370.png,20301118,20301118,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000371.png,689.71,68971,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000372.png,"￥434,623",434623,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000373.png,18:52,1852,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000374.png,431.08,43108,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000375.png,"975,109",975109,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000376.png,"790,989",790989,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000377.png,155.67,15567,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000378.png,"￥491,841",491841,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000379.png,866-815,866815,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000380.png,493-622,493622,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000381.png,23:16,2316,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000382.png,237,237,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000383.png,30-3934,303934,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000384.png,20321213,20321213,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000385.png,387.22,38722,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000386.png,2032/09/12,20320912,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000387.png,"￥196,699",196699,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000388.png,20250526,20250526,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000389.png,986.78,98678,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000390.png,20320722,20320722,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000391.png,"393,251",393251,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000392.png,20260508,20260508,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000393.png,20331203,20331203,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000394.png,255-859,255859,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000395.png,"¥411,539",411539,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000396.png,20220827,20220827,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000397.png,418,418,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000398.png,815-778,815778,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000399.png,20200807,20200807,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000400.png,230-412,230412,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000401.png,20201121,20201121,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000402.png,391-627,391627,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000403.png,"593,572",593572,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000404.png,2032/09/28,20320928,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000405.png,75-7832,757832,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000406.png,22:41,2241,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000407.png,85-3494,853494,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000408.png,405.14,40514,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000409.png,20250817,20250817,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000410.png,"981,115",981115,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000411.png,"￥343,420",343420,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000412.png,723-821,723821,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000413.png,"705,638",705638,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000414.png,296-970,296970,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000415.png,2022/10/25,20221025,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000416.png,811.12,81112,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000417.png,291-445,291445,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000418.png,"910,587",910587,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000419.png,724.08,72408,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000420.png,"612,261",612261,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000421.png,763-542,763542,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000422.png,779.79,77979,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000423.png,14:23,1423,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000424.png,057-660,057660,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000425.png,14:35,1435,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000426.png,310-621,310621,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000427.png,2062123,2062123,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000428.png,127.09,12709,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000429.png,55-1452,551452,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000430.png,"825,877",825877,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000431.png,2031/08/27,20310827,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000432.png,044-295,044295,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000433.png,"856,005",856005,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000434.png,"￥778,370",778370,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000435.png,55.90,5590,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000436.png,01-6404,016404,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000437.png,38-6483,386483,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000438.png,675.18,67518,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000439.png,2030/05/15,20300515,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000440.png,"85,789",85789,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000441.png,20340524,20340524,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000442.png,20201227,20201227,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000443.png,246,246,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000444.png,460-024,460024,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000445.png,"261,750",261750,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000446.png,42-7538,427538,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000447.png,5484803,5484803,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000448.png,23:28,2328,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000449.png,844-229,844229,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000450.png,2022/02/19,20220219,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000451.png,"904,360",904360,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000452.png,"29,309",29309,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000453.png,20350626,20350626,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000454.png,20340811,20340811,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000455.png,53452196,53452196,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000456.png,"￥155,815",155815,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000457.png,756.94,75694,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000458.png,11-7863,117863,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000459.png,326.94,32694,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000460.png,"¥643,489",643489,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000461.png,"¥243,284",243284,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000462.png,992-166,992166,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000463.png,20231226,20231226,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000464.png,282-881,282881,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000465.png,831-241,831241,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000466.png,297-767,297767,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000467.png,"564,485",564485,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000468.png,"￥338,740",338740,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000469.png,2033/10/14,20331014,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000470.png,680.97,68097,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000471.png,"702,163",702163,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000472.png,556-676,556676,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000473.png,469-842,469842,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000474.png,628.40,62840,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000475.png,402-873,402873,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000476.png,"¥213,676",213676,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000477.png,"881,199",881199,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000478.png,2020/09/25,20200925,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000479.png,17-4675,174675,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000480.png,"411,841",411841,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000481.png,"¥155,842",155842,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000482.png,"￥202,846",202846,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000483.png,01:26,0126,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000484.png,"847,434",847434,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000485.png,106.97,10697,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000486.png,"418,657",418657,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000487.png,234-882,234882,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000488.png,2029/05/07,20290507,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000489.png,020-854,020854,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000490.png,"33,091",33091,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000491.png,"174,770",174770,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000492.png,558.55,55855,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000493.png,854-534,854534,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000494.png,71-1345,711345,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000495.png,01-6053,016053,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000496.png,20211226,20211226,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000497.png,421.28,42128,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000498.png,20350619,20350619,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000499.png,39-0572,390572,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000500.png,114-885,114885,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000501.png,03:14,0314,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000502.png,94-8554,948554,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000503.png,"111,606",111606,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000504.png,"￥627,481",627481,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000505.png,2021/01/02,20210102,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000506.png,629-249,629249,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000507.png,76-2917,762917,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000508.png,19:46,1946,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000509.png,2033/05/20,20330520,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000510.png,559.05,55905,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000511.png,82-9410,829410,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000512.png,379.83,37983,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000513.png,12:17,1217,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000514.png,2020/07/13,20200713,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000515.png,2026/01/04,20260104,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000516.png,318-205,318205,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000517.png,"￥102,226",102226,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000518.png,21:41,2141,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000519.png,615.60,61560,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000520.png,2033/12/17,20331217,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000521.png,2025/05/20,20250520,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000522.png,"¥23,960",23960,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000523.png,2030/05/09,20300509,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000524.png,20300616,20300616,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000525.png,2027/07/16,20270716,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000526.png,696.67,69667,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000527.png,481-571,481571,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000528.png,39294170,39294170,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000529.png,2029/11/03,20291103,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000530.png,2022/08/27,20220827,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000531.png,18-3712,183712,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000532.png,2021/02/11,20210211,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000533.png,2027/02/10,20270210,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000534.png,"567,284",567284,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000535.png,919-656,919656,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000536.png,61-8291,618291,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000537.png,23-5346,235346,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000538.png,296-584,296584,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000539.png,20:17,2017,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000540.png,"625,923",625923,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000541.png,"302,632",302632,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000542.png,"883,332",883332,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000543.png,269.64,26964,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000544.png,"¥460,025",460025,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000545.png,306-573,306573,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000546.png,12-6682,126682,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000547.png,91-5172,915172,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000548.png,01-1738,011738,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000549.png,03-3143,033143,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000550.png,2022/01/13,20220113,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000551.png,2025/02/28,20250228,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000552.png,727.93,72793,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000553.png,5830,5830,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000554.png,733-363,733363,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000555.png,12:03,1203,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000556.png,733-202,733202,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000557.png,00:17,0017,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000558.png,20261204,20261204,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000559.png,404-348,404348,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000560.png,2032/02/19,20320219,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000561.png,61-2190,612190,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000562.png,"91,627",91627,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000563.png,20340613,20340613,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000564.png,786-817,786817,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000565.png,2034/05/12,20340512,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000566.png,58-3215,583215,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000567.png,20200208,20200208,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000568.png,370691760,370691760,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000569.png,4574,4574,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000570.png,641,641,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000571.png,19:08,1908,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000572.png,887-395,887395,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000573.png,688.59,68859,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000574.png,2492953,2492953,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000575.png,404.25,40425,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000576.png,372-128,372128,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000577.png,12:20,1220,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000578.png,"¥395,097",395097,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000579.png,34-8064,348064,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000580.png,"¥185,440",185440,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000581.png,2031/12/18,20311218,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000582.png,23:09,2309,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000583.png,2034/05/24,20340524,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000584.png,"63,412",63412,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000585.png,982.75,98275,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000586.png,074-867,074867,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000587.png,61-5973,615973,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000588.png,"￥930,169",930169,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000589.png,473.07,47307,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000590.png,550.58,55058,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000591.png,20240902,20240902,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000592.png,"400,027",400027,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000593.png,"744,276",744276,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000594.png,"￥638,836",638836,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000595.png,20280827,20280827,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000596.png,00:32,0032,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000597.png,"¥22,222",22222,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000598.png,"￥527,280",527280,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000599.png,"814,415",814415,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000600.png,17:51,1751,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000601.png,15:48,1548,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000602.png,"431,724",431724,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000603.png,63-2140,632140,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000604.png,"￥72,329",72329,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000605.png,080-472,080472,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000606.png,"599,628",599628,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000607.png,04:26,0426,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000608.png,4207563,4207563,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000609.png,36-9877,369877,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000610.png,06:31,0631,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000611.png,21:31,2131,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000612.png,774967,774967,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000613.png,714.85,71485,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000614.png,50-1332,501332,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000615.png,"￥64,892",64892,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000616.png,692-740,692740,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000617.png,570-752,570752,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000618.png,03-7564,037564,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000619.png,532.15,53215,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000620.png,96-9543,969543,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
